WKT,LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,TYPE
"MULTIPOINT ((5.3096 36.5843))",36.5843000000,5.3096000000,319.3000000000,1.1000000000,1.1000000000,2019/08/11,"0148",Aqua,MODIS,98,"6.03",298.5000000000,17.2000000000,N,0
"MULTIPOINT ((5.4559 36.5597))",36.5597000000,5.4559000000,306.1000000000,1.1000000000,1.1000000000,2019/08/11,"0148",Aqua,MODIS,67,"6.03",294.1000000000,6.0000000000,N,0
"MULTIPOINT ((4.6417 36.881))",36.8810000000,4.6417000000,314.4000000000,1.0000000000,1.0000000000,2019/08/15,"2152",Terra,MODIS,89,"6.03",294.6000000000,12.4000000000,N,0
"MULTIPOINT ((5.4755 36.577))",36.5770000000,5.4755000000,326.9000000000,1.5000000000,1.2000000000,2019/08/16,"1309",Aqua,MODIS,57,"6.03",306.9000000000,23.8000000000,D,0
"MULTIPOINT ((4.6325 36.6072))",36.6072000000,4.6325000000,322.1000000000,1.4000000000,1.2000000000,2019/08/16,"1310",Aqua,MODIS,46,"6.03",307.0000000000,10.2000000000,D,0
"MULTIPOINT ((4.6161 36.6055))",36.6055000000,4.6161000000,348.8000000000,1.4000000000,1.2000000000,2019/08/16,"1310",Aqua,MODIS,93,"6.03",309.9000000000,73.2000000000,D,0
"MULTIPOINT ((4.5772 36.7144))",36.7144000000,4.5772000000,325.1000000000,1.4000000000,1.2000000000,2019/08/16,"1310",Aqua,MODIS,47,"6.03",306.8000000000,19.0000000000,D,0
"MULTIPOINT ((4.5614 36.7127))",36.7127000000,4.5614000000,328.5000000000,1.4000000000,1.2000000000,2019/08/16,"1310",Aqua,MODIS,62,"6.03",306.4000000000,25.3000000000,D,0
"MULTIPOINT ((5.3944 36.5301))",36.5301000000,5.3944000000,339.5000000000,1.0000000000,1.0000000000,2019/08/17,"1036",Terra,MODIS,85,"6.03",304.2000000000,30.2000000000,D,0
"MULTIPOINT ((5.3921 36.5212))",36.5212000000,5.3921000000,373.5000000000,1.0000000000,1.0000000000,2019/08/17,"1036",Terra,MODIS,100,"6.03",303.3000000000,117.5000000000,D,0
"MULTIPOINT ((4.9039 36.5683))",36.5683000000,4.9039000000,328.8000000000,1.0000000000,1.0000000000,2019/08/17,"1036",Terra,MODIS,68,"6.03",311.2000000000,10.4000000000,D,0
"MULTIPOINT ((5.0721 36.6325))",36.6325000000,5.0721000000,324.7000000000,3.6000000000,1.8000000000,2019/08/18,"1119",Terra,MODIS,68,"6.03",302.7000000000,84.7000000000,D,0
"MULTIPOINT ((5.1147 36.6219))",36.6219000000,5.1147000000,323.5000000000,3.6000000000,1.8000000000,2019/08/18,"1119",Terra,MODIS,65,"6.03",301.4000000000,78.7000000000,D,0
"MULTIPOINT ((5.1064 36.6133))",36.6133000000,5.1064000000,322.4000000000,3.6000000000,1.8000000000,2019/08/18,"1119",Terra,MODIS,41,"6.03",301.9000000000,61.0000000000,D,0
"MULTIPOINT ((4.7188 36.4481))",36.4481000000,4.7188000000,336.2000000000,1.0000000000,1.0000000000,2019/08/18,"1257",Aqua,MODIS,76,"6.03",318.7000000000,12.4000000000,D,0
"MULTIPOINT ((5.4126 36.5658))",36.5658000000,5.4126000000,332.2000000000,1.1000000000,1.0000000000,2019/08/18,"1257",Aqua,MODIS,70,"6.03",308.9000000000,18.3000000000,D,0
"MULTIPOINT ((5.4339 36.5876))",36.5876000000,5.4339000000,331.0000000000,1.1000000000,1.0000000000,2019/08/18,"1257",Aqua,MODIS,67,"6.03",310.9000000000,16.0000000000,D,0
"MULTIPOINT ((5.422 36.5861))",36.5861000000,5.4220000000,333.5000000000,1.1000000000,1.0000000000,2019/08/18,"1257",Aqua,MODIS,73,"6.03",311.3000000000,20.0000000000,D,0
"MULTIPOINT ((5.2665 36.5661))",36.5661000000,5.2665000000,331.7000000000,1.1000000000,1.0000000000,2019/08/18,"1257",Aqua,MODIS,68,"6.03",309.4000000000,17.9000000000,D,0
"MULTIPOINT ((5.4269 36.5924))",36.5924000000,5.4269000000,333.2000000000,1.1000000000,1.0000000000,2019/08/18,"1257",Aqua,MODIS,70,"6.03",311.9000000000,22.7000000000,D,0
"MULTIPOINT ((5.081 36.624))",36.6240000000,5.0810000000,326.6000000000,1.1000000000,1.0000000000,2019/08/18,"1257",Aqua,MODIS,53,"6.03",310.7000000000,10.7000000000,D,0
"MULTIPOINT ((5.0691 36.6225))",36.6225000000,5.0691000000,350.7000000000,1.1000000000,1.0000000000,2019/08/18,"1257",Aqua,MODIS,93,"6.03",312.6000000000,52.6000000000,D,0
"MULTIPOINT ((4.7869 36.6874))",36.6874000000,4.7869000000,336.3000000000,1.0000000000,1.0000000000,2019/08/18,"1257",Aqua,MODIS,80,"6.03",312.9000000000,21.8000000000,D,0
"MULTIPOINT ((4.7752 36.6859))",36.6859000000,4.7752000000,331.4000000000,1.0000000000,1.0000000000,2019/08/18,"1257",Aqua,MODIS,66,"6.03",312.7000000000,14.9000000000,D,0
"MULTIPOINT ((4.5057 36.525))",36.5250000000,4.5057000000,329.4000000000,4.1000000000,1.9000000000,2019/08/19,"1340",Aqua,MODIS,75,"6.03",303.5000000000,130.9000000000,D,0
"MULTIPOINT ((4.5132 36.5221))",36.5221000000,4.5132000000,330.8000000000,4.1000000000,1.9000000000,2019/08/19,"1340",Aqua,MODIS,75,"6.03",303.6000000000,141.5000000000,D,0
"MULTIPOINT ((5.2609 36.5311))",36.5311000000,5.2609000000,316.2000000000,1.3000000000,1.1000000000,2019/08/19,"2127",Terra,MODIS,93,"6.03",293.9000000000,19.5000000000,N,0
"MULTIPOINT ((5.2513 36.5315))",36.5315000000,5.2513000000,305.9000000000,1.3000000000,1.1000000000,2019/08/19,"2127",Terra,MODIS,66,"6.03",293.3000000000,8.9000000000,N,0
"MULTIPOINT ((5.2658 36.5341))",36.5341000000,5.2658000000,305.5000000000,1.3000000000,1.1000000000,2019/08/19,"2127",Terra,MODIS,65,"6.03",293.8000000000,8.3000000000,N,0
"MULTIPOINT ((5.2158 36.5538))",36.5538000000,5.2158000000,327.1000000000,1.0000000000,1.0000000000,2019/08/20,"1245",Aqua,MODIS,62,"6.03",311.0000000000,12.5000000000,D,0
"MULTIPOINT ((4.6236 36.6201))",36.6201000000,4.6236000000,323.6000000000,1.0000000000,1.0000000000,2019/09/02,"1036",Terra,MODIS,48,"6.03",302.4000000000,12.6000000000,D,0
"MULTIPOINT ((4.6126 36.6217))",36.6217000000,4.6126000000,334.3000000000,1.0000000000,1.0000000000,2019/09/02,"1036",Terra,MODIS,76,"6.03",297.4000000000,26.0000000000,D,0
"MULTIPOINT ((5.2344 36.5027))",36.5027000000,5.2344000000,320.6000000000,2.4000000000,1.5000000000,2019/09/05,"1107",Terra,MODIS,68,"6.03",296.0000000000,48.0000000000,D,0
"MULTIPOINT ((5.2282 36.508))",36.5080000000,5.2282000000,325.3000000000,1.0000000000,1.0000000000,2019/09/05,"1245",Aqua,MODIS,61,"6.03",298.0000000000,16.6000000000,D,0
"MULTIPOINT ((5.217 36.5063))",36.5063000000,5.2170000000,330.9000000000,1.0000000000,1.0000000000,2019/09/05,"1245",Aqua,MODIS,70,"6.03",302.3000000000,22.5000000000,D,0
"MULTIPOINT ((4.5498 36.5741))",36.5741000000,4.5498000000,316.0000000000,1.1000000000,1.0000000000,2019/09/25,"1042",Terra,MODIS,43,"6.03",304.6000000000,9.1000000000,D,0
"MULTIPOINT ((4.5085 36.532))",36.5320000000,4.5085000000,315.0000000000,1.0000000000,1.0000000000,2019/09/27,"1030",Terra,MODIS,43,"6.03",302.3000000000,6.9000000000,D,0
"MULTIPOINT ((4.5196 36.5305))",36.5305000000,4.5196000000,319.1000000000,1.0000000000,1.0000000000,2019/09/27,"1030",Terra,MODIS,63,"6.03",302.9000000000,11.1000000000,D,0
"MULTIPOINT ((4.8608 36.5263))",36.5263000000,4.8608000000,321.8000000000,1.0000000000,1.0000000000,2019/09/28,"1251",Aqua,MODIS,69,"6.03",306.2000000000,11.0000000000,D,0
"MULTIPOINT ((4.8499 36.5247))",36.5247000000,4.8499000000,320.8000000000,1.0000000000,1.0000000000,2019/09/28,"1251",Aqua,MODIS,66,"6.03",306.2000000000,9.4000000000,D,0
"MULTIPOINT ((4.6608 36.7044))",36.7044000000,4.6608000000,314.0000000000,1.7000000000,1.3000000000,2019/09/30,"1101",Terra,MODIS,38,"6.03",298.9000000000,17.1000000000,D,0
"MULTIPOINT ((4.6667 36.7152))",36.7152000000,4.6667000000,316.4000000000,1.7000000000,1.3000000000,2019/09/30,"1101",Terra,MODIS,58,"6.03",301.9000000000,20.9000000000,D,0
"MULTIPOINT ((5.4064 36.5822))",36.5822000000,5.4064000000,316.5000000000,1.1000000000,1.1000000000,2019/09/30,"1239",Aqua,MODIS,45,"6.03",304.4000000000,10.0000000000,D,0
"MULTIPOINT ((4.6297 36.6559))",36.6559000000,4.6297000000,312.9000000000,1.2000000000,1.1000000000,2019/09/30,"1239",Aqua,MODIS,33,"6.03",300.2000000000,8.7000000000,D,0
"MULTIPOINT ((4.6555 36.7103))",36.7103000000,4.6555000000,314.6000000000,1.2000000000,1.1000000000,2019/09/30,"1239",Aqua,MODIS,40,"6.03",302.2000000000,9.6000000000,D,0
"MULTIPOINT ((5.4187 36.5842))",36.5842000000,5.4187000000,327.6000000000,1.1000000000,1.1000000000,2019/09/30,"1239",Aqua,MODIS,79,"6.03",305.9000000000,23.0000000000,D,0
"MULTIPOINT ((5.4595 36.5703))",36.5703000000,5.4595000000,316.2000000000,2.4000000000,1.5000000000,2019/10/01,"1322",Aqua,MODIS,55,"6.03",302.9000000000,22.2000000000,D,0
"MULTIPOINT ((5.4506 36.5667))",36.5667000000,5.4506000000,317.7000000000,2.4000000000,1.5000000000,2019/10/01,"1322",Aqua,MODIS,60,"6.03",302.5000000000,26.4000000000,D,0
"MULTIPOINT ((4.3809 36.4558))",36.4558000000,4.3809000000,318.3000000000,1.2000000000,1.1000000000,2019/10/02,"1049",Terra,MODIS,53,"6.03",300.6000000000,13.5000000000,D,0
"MULTIPOINT ((4.8244 36.812))",36.8120000000,4.8244000000,313.4000000000,1.7000000000,1.3000000000,2019/10/02,"1227",Aqua,MODIS,71,"6.03",290.5000000000,19.6000000000,D,0
"MULTIPOINT ((4.8286 36.8142))",36.8142000000,4.8286000000,312.1000000000,1.7000000000,1.3000000000,2019/10/02,"1227",Aqua,MODIS,69,"6.03",290.4000000000,17.3000000000,D,0
"MULTIPOINT ((4.399 36.4509))",36.4509000000,4.3990000000,317.9000000000,1.1000000000,1.1000000000,2019/10/12,"1303",Aqua,MODIS,38,"6.03",303.6000000000,8.4000000000,D,0
"MULTIPOINT ((5.2668 36.3734))",36.3734000000,5.2668000000,313.2000000000,1.1000000000,1.1000000000,2019/10/16,"1239",Aqua,MODIS,53,"6.03",300.0000000000,6.3000000000,D,0
"MULTIPOINT ((5.056 36.6265))",36.6265000000,5.0560000000,311.7000000000,1.1000000000,1.0000000000,2019/10/22,"1024",Terra,MODIS,52,"6.03",296.9000000000,7.6000000000,D,0
"MULTIPOINT ((5.0679 36.625))",36.6250000000,5.0679000000,312.9000000000,1.1000000000,1.0000000000,2019/10/22,"1024",Terra,MODIS,57,"6.03",298.1000000000,8.4000000000,D,0
"MULTIPOINT ((5.3868 36.6228))",36.6228000000,5.3868000000,318.2000000000,1.5000000000,1.2000000000,2019/12/22,"1310",Aqua,MODIS,78,"6.03",290.4000000000,30.0000000000,D,0
"MULTIPOINT ((4.6414 36.6832))",36.6832000000,4.6414000000,304.0000000000,1.2000000000,1.1000000000,2020/01/22,"1049",Terra,MODIS,58,"6.03",282.8000000000,10.1000000000,D,0
"MULTIPOINT ((5.3861 36.6365))",36.6365000000,5.3861000000,301.9000000000,1.3000000000,1.1000000000,2020/02/07,"1049",Terra,MODIS,47,"6.03",287.7000000000,7.9000000000,D,0
"MULTIPOINT ((5.4324 36.5577))",36.5577000000,5.4324000000,308.9000000000,1.0000000000,1.0000000000,2020/02/28,"1245",Aqua,MODIS,62,"6.03",294.2000000000,8.5000000000,D,0
"MULTIPOINT ((5.1592 36.5872))",36.5872000000,5.1592000000,302.7000000000,1.0000000000,1.0000000000,2020/03/05,"1031",Terra,MODIS,49,"6.03",292.4000000000,3.7000000000,D,0
"MULTIPOINT ((4.6152 36.3874))",36.3874000000,4.6152000000,309.0000000000,1.0000000000,1.0000000000,2020/03/05,"1031",Terra,MODIS,57,"6.03",296.3000000000,4.9000000000,D,0
"MULTIPOINT ((4.8974 36.5909))",36.5909000000,4.8974000000,318.8000000000,1.4000000000,1.2000000000,2020/05/30,"1310",Aqua,MODIS,61,"6.03",304.8000000000,9.1000000000,D,0
"MULTIPOINT ((4.8829 36.5894))",36.5894000000,4.8829000000,322.8000000000,1.4000000000,1.2000000000,2020/05/30,"1310",Aqua,MODIS,72,"6.03",306.7000000000,15.5000000000,D,0
"MULTIPOINT ((4.7331 36.5244))",36.5244000000,4.7331000000,324.3000000000,1.4000000000,1.2000000000,2020/06/15,"1310",Aqua,MODIS,24,"6.03",309.3000000000,12.4000000000,D,0
"MULTIPOINT ((5.133 36.5752))",36.5752000000,5.1330000000,324.9000000000,1.3000000000,1.1000000000,2020/06/21,"1233",Aqua,MODIS,69,"6.03",301.6000000000,24.6000000000,D,0
"MULTIPOINT ((5.18 36.4805))",36.4805000000,5.1800000000,340.9000000000,1.3000000000,1.1000000000,2020/06/21,"1233",Aqua,MODIS,87,"6.03",308.8000000000,48.7000000000,D,0
"MULTIPOINT ((5.1112 36.5925))",36.5925000000,5.1112000000,330.0000000000,1.3000000000,1.1000000000,2020/06/21,"1233",Aqua,MODIS,76,"6.03",302.8000000000,30.8000000000,D,0
"MULTIPOINT ((5.1218 36.5927))",36.5927000000,5.1218000000,318.8000000000,1.3000000000,1.1000000000,2020/06/21,"1233",Aqua,MODIS,51,"6.03",301.8000000000,13.7000000000,D,0
"MULTIPOINT ((5.1055 36.5897))",36.5897000000,5.1055000000,321.0000000000,1.3000000000,1.1000000000,2020/06/21,"1233",Aqua,MODIS,61,"6.03",302.6000000000,16.8000000000,D,0
"MULTIPOINT ((4.9291 36.6818))",36.6818000000,4.9291000000,324.7000000000,1.4000000000,1.2000000000,2020/06/21,"1233",Aqua,MODIS,71,"6.03",308.3000000000,16.3000000000,D,0
"MULTIPOINT ((4.9372 36.5662))",36.5662000000,4.9372000000,318.4000000000,3.4000000000,1.7000000000,2020/06/27,"1334",Aqua,MODIS,43,"6.03",302.1000000000,40.8000000000,D,0
"MULTIPOINT ((5.3319 36.574))",36.5740000000,5.3319000000,308.1000000000,1.1000000000,1.0000000000,2020/06/30,"2152",Terra,MODIS,72,"6.03",298.0000000000,5.6000000000,N,0
"MULTIPOINT ((5.32 36.5725))",36.5725000000,5.3200000000,316.2000000000,1.1000000000,1.0000000000,2020/06/30,"2152",Terra,MODIS,92,"6.03",298.2000000000,12.5000000000,N,0
"MULTIPOINT ((5.1858 36.5743))",36.5743000000,5.1858000000,313.7000000000,1.1000000000,1.0000000000,2020/06/30,"2152",Terra,MODIS,87,"6.03",297.7000000000,9.8000000000,N,0
"MULTIPOINT ((5.1847 36.5835))",36.5835000000,5.1847000000,310.5000000000,1.1000000000,1.0000000000,2020/06/30,"2152",Terra,MODIS,79,"6.03",298.1000000000,6.9000000000,N,0
"MULTIPOINT ((4.7482 36.6001))",36.6001000000,4.7482000000,307.6000000000,1.0000000000,1.0000000000,2020/06/30,"2152",Terra,MODIS,66,"6.03",293.8000000000,5.9000000000,N,0
"MULTIPOINT ((4.9052 36.7555))",36.7555000000,4.9052000000,326.4000000000,1.8000000000,1.3000000000,2020/07/01,"0207",Aqua,MODIS,100,"6.03",298.9000000000,49.4000000000,N,0
"MULTIPOINT ((4.9146 36.7607))",36.7607000000,4.9146000000,311.5000000000,1.8000000000,1.3000000000,2020/07/01,"0207",Aqua,MODIS,78,"6.03",297.7000000000,14.9000000000,N,0
"MULTIPOINT ((4.889 36.771))",36.7710000000,4.8890000000,339.3000000000,1.8000000000,1.3000000000,2020/07/01,"0207",Aqua,MODIS,100,"6.03",301.7000000000,89.7000000000,N,0
"MULTIPOINT ((4.909 36.767))",36.7670000000,4.9090000000,325.1000000000,1.8000000000,1.3000000000,2020/07/01,"0207",Aqua,MODIS,100,"6.03",300.1000000000,44.8000000000,N,0
"MULTIPOINT ((4.8841 36.7597))",36.7597000000,4.8841000000,340.4000000000,1.8000000000,1.3000000000,2020/07/01,"0207",Aqua,MODIS,100,"6.03",300.7000000000,95.1000000000,N,0
"MULTIPOINT ((4.8742 36.7691))",36.7691000000,4.8742000000,311.6000000000,1.8000000000,1.3000000000,2020/07/01,"0207",Aqua,MODIS,83,"6.03",299.9000000000,13.9000000000,N,0
"MULTIPOINT ((4.8942 36.7649))",36.7649000000,4.8942000000,364.8000000000,1.8000000000,1.3000000000,2020/07/01,"0207",Aqua,MODIS,100,"6.03",304.1000000000,225.8000000000,N,0
"MULTIPOINT ((4.6674 36.7881))",36.7881000000,4.6674000000,323.9000000000,1.0000000000,1.0000000000,2020/07/02,"1036",Terra,MODIS,57,"6.03",310.7000000000,9.4000000000,D,0
"MULTIPOINT ((4.6578 36.7936))",36.7936000000,4.6578000000,318.8000000000,1.1000000000,1.0000000000,2020/07/02,"2140",Terra,MODIS,97,"6.03",296.5000000000,14.9000000000,N,0
"MULTIPOINT ((4.6485 36.7827))",36.7827000000,4.6485000000,327.0000000000,1.1000000000,1.0000000000,2020/07/02,"2140",Terra,MODIS,100,"6.03",298.4000000000,23.0000000000,N,0
"MULTIPOINT ((4.6596 36.7845))",36.7845000000,4.6596000000,362.5000000000,1.1000000000,1.0000000000,2020/07/02,"2140",Terra,MODIS,100,"6.03",304.4000000000,97.7000000000,N,0
"MULTIPOINT ((4.6709 36.7863))",36.7863000000,4.6709000000,309.3000000000,1.1000000000,1.0000000000,2020/07/02,"2140",Terra,MODIS,76,"6.03",296.7000000000,7.0000000000,N,0
"MULTIPOINT ((4.6617 36.7754))",36.7754000000,4.6617000000,317.9000000000,1.1000000000,1.0000000000,2020/07/02,"2140",Terra,MODIS,94,"6.03",297.2000000000,13.8000000000,N,0
"MULTIPOINT ((4.6532 36.7838))",36.7838000000,4.6532000000,307.8000000000,1.2000000000,1.1000000000,2020/07/03,"0154",Aqua,MODIS,33,"6.03",290.8000000000,9.5000000000,N,0
"MULTIPOINT ((4.6554 36.7935))",36.7935000000,4.6554000000,312.0000000000,1.2000000000,1.1000000000,2020/07/03,"0154",Aqua,MODIS,66,"6.03",288.3000000000,13.6000000000,N,0
"MULTIPOINT ((4.8803 36.5488))",36.5488000000,4.8803000000,324.7000000000,1.7000000000,1.3000000000,2020/07/08,"1316",Aqua,MODIS,55,"6.03",310.5000000000,13.8000000000,D,0
"MULTIPOINT ((4.6799 36.4954))",36.4954000000,4.6799000000,337.0000000000,1.2000000000,1.1000000000,2020/07/10,"1304",Aqua,MODIS,83,"6.03",313.4000000000,19.6000000000,D,0
"MULTIPOINT ((4.6741 36.4902))",36.4902000000,4.6741000000,336.9000000000,1.2000000000,1.1000000000,2020/07/10,"1304",Aqua,MODIS,81,"6.03",312.5000000000,18.5000000000,D,0
"MULTIPOINT ((4.5746 36.7091))",36.7091000000,4.5746000000,306.3000000000,3.2000000000,1.7000000000,2020/07/10,"2229",Terra,MODIS,67,"6.03",293.1000000000,29.2000000000,N,0
"MULTIPOINT ((5.2955 36.5836))",36.5836000000,5.2955000000,323.6000000000,1.1000000000,1.0000000000,2020/07/20,"1024",Terra,MODIS,40,"6.03",308.8000000000,11.1000000000,D,0
"MULTIPOINT ((4.4517 36.2997))",36.2997000000,4.4517000000,335.9000000000,4.0000000000,1.9000000000,2020/07/20,"1340",Aqua,MODIS,74,"6.03",310.9000000000,152.7000000000,D,0
"MULTIPOINT ((4.4932 36.3017))",36.3017000000,4.4932000000,370.7000000000,4.0000000000,1.9000000000,2020/07/20,"1340",Aqua,MODIS,100,"6.03",309.3000000000,779.5000000000,D,0
"MULTIPOINT ((4.4848 36.2906))",36.2906000000,4.4848000000,339.9000000000,4.0000000000,1.9000000000,2020/07/20,"1340",Aqua,MODIS,82,"6.03",309.7000000000,212.1000000000,D,0
"MULTIPOINT ((4.4836 36.3074))",36.3074000000,4.4836000000,365.8000000000,4.0000000000,1.9000000000,2020/07/20,"1340",Aqua,MODIS,100,"6.03",308.1000000000,658.4000000000,D,0
"MULTIPOINT ((5.3865 36.5823))",36.5823000000,5.3865000000,341.3000000000,1.0000000000,1.0000000000,2020/07/21,"1245",Aqua,MODIS,86,"6.03",307.6000000000,34.2000000000,D,0
"MULTIPOINT ((4.8349 36.5392))",36.5392000000,4.8349000000,309.0000000000,2.1000000000,1.4000000000,2020/07/22,"2115",Terra,MODIS,76,"6.03",294.1000000000,21.3000000000,N,0
"MULTIPOINT ((4.8418 36.5395))",36.5395000000,4.8418000000,304.7000000000,2.1000000000,1.4000000000,2020/07/22,"2115",Terra,MODIS,61,"6.03",294.0000000000,14.0000000000,N,0
"MULTIPOINT ((5.3798 36.5235))",36.5235000000,5.3798000000,305.5000000000,1.1000000000,1.0000000000,2020/07/23,"0130",Aqua,MODIS,64,"6.03",294.2000000000,6.0000000000,N,0
"MULTIPOINT ((4.4665 36.4829))",36.4829000000,4.4665000000,335.9000000000,2.2000000000,1.4000000000,2020/07/25,"1221",Aqua,MODIS,81,"6.03",308.2000000000,73.8000000000,D,0
"MULTIPOINT ((4.8321 36.5511))",36.5511000000,4.8321000000,309.6000000000,1.0000000000,1.0000000000,2020/07/25,"2146",Terra,MODIS,75,"6.03",294.5000000000,7.7000000000,N,0
"MULTIPOINT ((4.8431 36.5527))",36.5527000000,4.8431000000,305.8000000000,1.0000000000,1.0000000000,2020/07/25,"2146",Terra,MODIS,61,"6.03",294.7000000000,5.2000000000,N,0
"MULTIPOINT ((4.4598 36.4876))",36.4876000000,4.4598000000,314.8000000000,1.0000000000,1.0000000000,2020/07/25,"2146",Terra,MODIS,89,"6.03",293.6000000000,12.0000000000,N,0
"MULTIPOINT ((4.4708 36.4892))",36.4892000000,4.4708000000,303.7000000000,1.0000000000,1.0000000000,2020/07/25,"2146",Terra,MODIS,38,"6.03",293.1000000000,3.9000000000,N,0
"MULTIPOINT ((4.4638 36.4918))",36.4918000000,4.4638000000,333.4000000000,1.4000000000,1.2000000000,2020/07/26,"0201",Aqua,MODIS,100,"6.03",294.0000000000,54.2000000000,N,0
"MULTIPOINT ((4.7253 36.6811))",36.6811000000,4.7253000000,324.4000000000,4.1000000000,1.9000000000,2020/07/26,"0947",Terra,MODIS,33,"6.03",306.4000000000,76.1000000000,D,0
"MULTIPOINT ((4.4561 36.4898))",36.4898000000,4.4561000000,341.4000000000,1.1000000000,1.1000000000,2020/07/26,"1304",Aqua,MODIS,83,"6.03",317.3000000000,32.4000000000,D,0
"MULTIPOINT ((4.9451 36.5913))",36.5913000000,4.9451000000,345.6000000000,1.2000000000,1.1000000000,2020/07/26,"1304",Aqua,MODIS,89,"6.03",314.6000000000,41.6000000000,D,0
"MULTIPOINT ((4.9316 36.5898))",36.5898000000,4.9316000000,362.2000000000,1.2000000000,1.1000000000,2020/07/26,"1304",Aqua,MODIS,100,"6.03",315.2000000000,90.9000000000,D,0
"MULTIPOINT ((4.7388 36.6679))",36.6679000000,4.7388000000,423.6000000000,1.2000000000,1.1000000000,2020/07/26,"1304",Aqua,MODIS,100,"6.03",322.0000000000,513.8000000000,D,0
"MULTIPOINT ((4.7264 36.6665))",36.6665000000,4.7264000000,372.2000000000,1.2000000000,1.1000000000,2020/07/26,"1304",Aqua,MODIS,100,"6.03",314.1000000000,134.7000000000,D,0
"MULTIPOINT ((4.749 36.6789))",36.6789000000,4.7490000000,333.0000000000,1.2000000000,1.1000000000,2020/07/26,"1304",Aqua,MODIS,40,"6.03",309.0000000000,24.6000000000,D,0
"MULTIPOINT ((4.7361 36.6774))",36.6774000000,4.7361000000,371.6000000000,1.2000000000,1.1000000000,2020/07/26,"1304",Aqua,MODIS,100,"6.03",317.2000000000,134.0000000000,D,0
"MULTIPOINT ((4.7236 36.6759))",36.6759000000,4.7236000000,353.7000000000,1.2000000000,1.1000000000,2020/07/26,"1304",Aqua,MODIS,96,"6.03",314.6000000000,68.4000000000,D,0
"MULTIPOINT ((4.693 36.6919))",36.6919000000,4.6930000000,337.3000000000,1.2000000000,1.1000000000,2020/07/26,"1304",Aqua,MODIS,80,"6.03",311.5000000000,28.1000000000,D,0
"MULTIPOINT ((4.6937 36.6843))",36.6843000000,4.6937000000,327.4000000000,1.0000000000,1.0000000000,2020/07/27,"1030",Terra,MODIS,30,"6.03",315.8000000000,8.2000000000,D,0
"MULTIPOINT ((5.2653 36.5404))",36.5404000000,5.2653000000,330.9000000000,1.0000000000,1.0000000000,2020/07/27,"1030",Terra,MODIS,64,"6.03",312.8000000000,12.2000000000,D,0
"MULTIPOINT ((4.4596 36.5018))",36.5018000000,4.4596000000,326.5000000000,1.2000000000,1.1000000000,2020/07/27,"2133",Terra,MODIS,100,"6.03",295.0000000000,30.1000000000,N,0
"MULTIPOINT ((4.4717 36.5039))",36.5039000000,4.4717000000,317.0000000000,1.2000000000,1.1000000000,2020/07/27,"2133",Terra,MODIS,93,"6.03",296.2000000000,16.8000000000,N,0
"MULTIPOINT ((4.4623 36.4921))",36.4921000000,4.4623000000,307.3000000000,1.2000000000,1.1000000000,2020/07/27,"2133",Terra,MODIS,64,"6.03",294.4000000000,7.0000000000,N,0
"MULTIPOINT ((4.4746 36.4942))",36.4942000000,4.4746000000,314.9000000000,1.2000000000,1.1000000000,2020/07/27,"2133",Terra,MODIS,88,"6.03",295.9000000000,14.3000000000,N,0
"MULTIPOINT ((5.3758 36.5646))",36.5646000000,5.3758000000,309.7000000000,1.1000000000,1.1000000000,2020/07/28,"0148",Aqua,MODIS,78,"6.03",296.7000000000,8.8000000000,N,0
"MULTIPOINT ((4.7018 36.655))",36.6550000000,4.7018000000,330.5000000000,1.0000000000,1.0000000000,2020/07/28,"1251",Aqua,MODIS,66,"6.03",316.2000000000,9.5000000000,D,0
"MULTIPOINT ((4.4709 36.4909))",36.4909000000,4.4709000000,332.7000000000,1.4000000000,1.2000000000,2020/07/29,"1018",Terra,MODIS,69,"6.03",318.7000000000,23.2000000000,D,0
"MULTIPOINT ((5.2917 36.5671))",36.5671000000,5.2917000000,324.4000000000,4.7000000000,2.0000000000,2020/07/29,"1156",Aqua,MODIS,77,"6.03",304.7000000000,115.7000000000,D,0
"MULTIPOINT ((5.2852 36.5664))",36.5664000000,5.2852000000,325.2000000000,4.7000000000,2.0000000000,2020/07/29,"1157",Aqua,MODIS,78,"6.03",304.8000000000,123.7000000000,D,0
"MULTIPOINT ((5.1673 36.5596))",36.5596000000,5.1673000000,316.1000000000,1.6000000000,1.3000000000,2020/07/29,"2121",Terra,MODIS,91,"6.03",297.1000000000,24.0000000000,N,0
"MULTIPOINT ((5.1473 36.6021))",36.6021000000,5.1473000000,317.7000000000,1.6000000000,1.3000000000,2020/07/29,"2121",Terra,MODIS,95,"6.03",297.2000000000,26.8000000000,N,0
"MULTIPOINT ((4.8923 36.8216))",36.8216000000,4.8923000000,316.1000000000,1.7000000000,1.3000000000,2020/07/29,"2121",Terra,MODIS,92,"6.03",299.4000000000,22.3000000000,N,0
"MULTIPOINT ((4.8871 36.8192))",36.8192000000,4.8871000000,314.7000000000,1.7000000000,1.3000000000,2020/07/29,"2121",Terra,MODIS,89,"6.03",298.8000000000,20.7000000000,N,0
