WKT,LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,TYPE
"MULTIPOINT ((4.886 36.8314))",36.8314000000,4.8860000000,304.0000000000,2.3000000000,1.5000000000,2001/01/06,"1119",Terra,MODIS,58,"6.03",291.2000000000,15.7000000000,D,0
"MULTIPOINT ((4.8783 36.777))",36.7770000000,4.8783000000,317.9000000000,1.0000000000,1.0000000000,2001/03/24,"1047",Terra,MODIS,43,"6.03",305.7000000000,7.3000000000,D,0
"MULTIPOINT ((4.4667 36.4896))",36.4896000000,4.4667000000,375.1000000000,1.4000000000,1.2000000000,2001/07/19,"1103",Terra,MODIS,100,"6.03",308.7000000000,210.0000000000,D,0
"MULTIPOINT ((4.4857 36.486))",36.4860000000,4.4857000000,322.2000000000,1.4000000000,1.2000000000,2001/07/19,"1103",Terra,MODIS,32,"6.03",306.4000000000,12.0000000000,D,0
"MULTIPOINT ((4.4596 36.4857))",36.4857000000,4.4596000000,358.4000000000,1.4000000000,1.2000000000,2001/07/19,"1103",Terra,MODIS,99,"6.03",308.9000000000,119.6000000000,D,0
"MULTIPOINT ((4.4767 36.4825))",36.4825000000,4.4767000000,344.8000000000,1.4000000000,1.2000000000,2001/07/19,"1103",Terra,MODIS,90,"6.03",308.6000000000,66.6000000000,D,0
"MULTIPOINT ((4.5846 36.5554))",36.5554000000,4.5846000000,327.6000000000,1.2000000000,1.1000000000,2001/07/28,"1057",Terra,MODIS,61,"6.03",309.3000000000,13.5000000000,D,0
"MULTIPOINT ((4.4326 36.4646))",36.4646000000,4.4326000000,317.7000000000,1.0000000000,1.0000000000,2001/07/28,"2200",Terra,MODIS,95,"6.03",284.1000000000,15.8000000000,N,0
"MULTIPOINT ((4.4426 36.4751))",36.4751000000,4.4426000000,307.3000000000,1.0000000000,1.0000000000,2001/07/28,"2200",Terra,MODIS,35,"6.03",290.0000000000,6.6000000000,N,0
"MULTIPOINT ((4.431 36.4736))",36.4736000000,4.4310000000,337.6000000000,1.0000000000,1.0000000000,2001/07/28,"2200",Terra,MODIS,100,"6.03",287.6000000000,40.7000000000,N,0
"MULTIPOINT ((4.5217 36.7338))",36.7338000000,4.5217000000,326.4000000000,1.0000000000,1.0000000000,2001/07/30,"1044",Terra,MODIS,38,"6.03",305.9000000000,12.9000000000,D,0
"MULTIPOINT ((5.2481 36.5929))",36.5929000000,5.2481000000,309.0000000000,1.3000000000,1.1000000000,2001/08/01,"2135",Terra,MODIS,73,"6.03",296.5000000000,9.9000000000,N,0
"MULTIPOINT ((4.5437 36.7354))",36.7354000000,4.5437000000,345.1000000000,1.0000000000,1.0000000000,2001/08/15,"1044",Terra,MODIS,90,"6.03",316.7000000000,36.1000000000,D,0
"MULTIPOINT ((4.5415 36.7265))",36.7265000000,4.5415000000,362.7000000000,1.0000000000,1.0000000000,2001/08/15,"1044",Terra,MODIS,100,"6.03",312.3000000000,80.0000000000,D,0
"MULTIPOINT ((4.4433 36.2794))",36.2794000000,4.4433000000,333.4000000000,1.0000000000,1.0000000000,2001/08/15,"1044",Terra,MODIS,45,"6.03",318.0000000000,11.0000000000,D,0
"MULTIPOINT ((4.4523 36.2688))",36.2688000000,4.4523000000,333.9000000000,1.0000000000,1.0000000000,2001/08/15,"1044",Terra,MODIS,52,"6.03",316.4000000000,12.3000000000,D,0
"MULTIPOINT ((5.2367 36.573))",36.5730000000,5.2367000000,301.1000000000,1.1000000000,1.1000000000,2001/08/24,"2141",Terra,MODIS,38,"6.03",290.3000000000,5.1000000000,N,0
"MULTIPOINT ((4.4739 36.4864))",36.4864000000,4.4739000000,326.7000000000,1.3000000000,1.1000000000,2001/08/26,"1025",Terra,MODIS,45,"6.03",313.5000000000,13.3000000000,D,0
"MULTIPOINT ((5.4611 36.5834))",36.5834000000,5.4611000000,317.8000000000,1.0000000000,1.0000000000,2001/08/31,"1043",Terra,MODIS,37,"6.03",296.9000000000,10.4000000000,D,0
"MULTIPOINT ((5.3359 36.5938))",36.5938000000,5.3359000000,335.8000000000,1.0000000000,1.0000000000,2001/08/31,"1043",Terra,MODIS,85,"6.03",299.4000000000,29.9000000000,D,0
"MULTIPOINT ((5.3886 36.5502))",36.5502000000,5.3886000000,351.6000000000,1.0000000000,1.0000000000,2001/09/09,"1037",Terra,MODIS,95,"6.03",307.0000000000,57.1000000000,D,0
"MULTIPOINT ((5.3996 36.5486))",36.5486000000,5.3996000000,326.9000000000,1.0000000000,1.0000000000,2001/09/09,"1037",Terra,MODIS,71,"6.03",307.4000000000,16.3000000000,D,0
"MULTIPOINT ((4.4729 36.4844))",36.4844000000,4.4729000000,335.6000000000,1.0000000000,1.0000000000,2001/09/09,"1037",Terra,MODIS,82,"6.03",310.0000000000,26.0000000000,D,0
"MULTIPOINT ((4.7671 36.828))",36.8280000000,4.7671000000,313.7000000000,1.0000000000,1.0000000000,2001/10/02,"1042",Terra,MODIS,52,"6.03",301.4000000000,5.8000000000,D,0
"MULTIPOINT ((4.4836 36.2696))",36.2696000000,4.4836000000,329.5000000000,1.0000000000,1.0000000000,2001/10/02,"1042",Terra,MODIS,81,"6.03",302.5000000000,20.3000000000,D,0
"MULTIPOINT ((4.438 36.4824))",36.4824000000,4.4380000000,316.5000000000,1.2000000000,1.1000000000,2001/10/04,"1030",Terra,MODIS,41,"6.03",302.7000000000,7.7000000000,D,0
"MULTIPOINT ((5.396 36.6445))",36.6445000000,5.3960000000,319.8000000000,2.5000000000,1.5000000000,2001/10/05,"1113",Terra,MODIS,54,"6.03",299.4000000000,43.6000000000,D,0
"MULTIPOINT ((5.4218 36.6387))",36.6387000000,5.4218000000,315.0000000000,2.5000000000,1.5000000000,2001/10/05,"1113",Terra,MODIS,57,"6.03",299.9000000000,28.9000000000,D,0
"MULTIPOINT ((5.2963 36.6152))",36.6152000000,5.2963000000,316.0000000000,2.4000000000,1.5000000000,2001/10/05,"1113",Terra,MODIS,55,"6.03",301.4000000000,28.4000000000,D,0
"MULTIPOINT ((4.7405 36.8531))",36.8531000000,4.7405000000,304.4000000000,1.2000000000,1.1000000000,2001/10/11,"2139",Terra,MODIS,60,"6.03",293.7000000000,5.7000000000,N,0
"MULTIPOINT ((4.7467 36.8581))",36.8581000000,4.7467000000,332.1000000000,1.0000000000,1.0000000000,2001/10/18,"1042",Terra,MODIS,85,"6.03",290.1000000000,29.0000000000,D,0
"MULTIPOINT ((4.7577 36.8564))",36.8564000000,4.7577000000,316.8000000000,1.0000000000,1.0000000000,2001/10/18,"1042",Terra,MODIS,68,"6.03",290.7000000000,11.8000000000,D,0
"MULTIPOINT ((4.7951 36.878))",36.8780000000,4.7951000000,319.8000000000,1.1000000000,1.1000000000,2001/10/20,"1030",Terra,MODIS,0,"6.03",280.4000000000,16.3000000000,D,0
"MULTIPOINT ((4.7166 36.8685))",36.8685000000,4.7166000000,327.5000000000,1.1000000000,1.1000000000,2001/10/20,"1030",Terra,MODIS,81,"6.03",278.5000000000,28.5000000000,D,0
"MULTIPOINT ((4.7295 36.8669))",36.8669000000,4.7295000000,327.2000000000,1.1000000000,1.1000000000,2001/10/20,"1030",Terra,MODIS,80,"6.03",276.8000000000,27.9000000000,D,0
"MULTIPOINT ((4.7626 36.8339))",36.8339000000,4.7626000000,322.1000000000,1.1000000000,1.1000000000,2001/10/20,"1030",Terra,MODIS,57,"6.03",271.8000000000,22.3000000000,D,0
"MULTIPOINT ((4.4594 36.4926))",36.4926000000,4.4594000000,320.0000000000,1.4000000000,1.2000000000,2001/10/23,"1100",Terra,MODIS,70,"6.03",303.6000000000,18.2000000000,D,0
"MULTIPOINT ((4.571 36.62))",36.6200000000,4.5710000000,309.6000000000,1.1000000000,1.0000000000,2002/03/02,"1044",Terra,MODIS,55,"6.03",290.5000000000,9.1000000000,D,0
"MULTIPOINT ((5.0992 36.6886))",36.6886000000,5.0992000000,306.8000000000,1.0000000000,1.0000000000,2002/04/12,"1038",Terra,MODIS,54,"6.03",295.0000000000,5.4000000000,D,0
"MULTIPOINT ((4.492 36.2446))",36.2446000000,4.4920000000,316.9000000000,1.1000000000,1.0000000000,2002/05/05,"1044",Terra,MODIS,51,"6.03",304.1000000000,6.5000000000,D,0
"MULTIPOINT ((4.7984 36.5604))",36.5604000000,4.7984000000,335.3000000000,1.1000000000,1.1000000000,2002/06/17,"1026",Terra,MODIS,73,"6.03",317.0000000000,16.7000000000,D,0
"MULTIPOINT ((4.7166 36.6742))",36.6742000000,4.7166000000,331.7000000000,1.7000000000,1.3000000000,2002/07/23,"1315",Aqua,MODIS,77,"6.03",306.9000000000,38.4000000000,D,0
"MULTIPOINT ((4.6973 36.6724))",36.6724000000,4.6973000000,323.8000000000,1.7000000000,1.3000000000,2002/07/23,"1315",Aqua,MODIS,49,"6.03",307.3000000000,18.2000000000,D,0
"MULTIPOINT ((4.5916 36.5954))",36.5954000000,4.5916000000,329.0000000000,1.1000000000,1.1000000000,2002/07/25,"1302",Aqua,MODIS,71,"6.03",310.7000000000,15.1000000000,D,0
"MULTIPOINT ((4.7765 36.59))",36.5900000000,4.7765000000,325.4000000000,2.8000000000,1.6000000000,2002/07/27,"1115",Terra,MODIS,67,"6.03",305.2000000000,55.7000000000,D,0
"MULTIPOINT ((4.7857 36.5914))",36.5914000000,4.7857000000,328.5000000000,2.8000000000,1.6000000000,2002/07/27,"1115",Terra,MODIS,75,"6.03",305.0000000000,70.2000000000,D,0
"MULTIPOINT ((4.7141 36.6541))",36.6541000000,4.7141000000,325.1000000000,1.0000000000,1.0000000000,2002/07/27,"1250",Aqua,MODIS,48,"6.03",310.7000000000,6.9000000000,D,0
"MULTIPOINT ((4.6506 36.7083))",36.7083000000,4.6506000000,330.3000000000,1.2000000000,1.1000000000,2002/07/29,"1238",Aqua,MODIS,66,"6.03",307.5000000000,23.0000000000,D,0
"MULTIPOINT ((4.6626 36.7103))",36.7103000000,4.6626000000,330.7000000000,1.2000000000,1.1000000000,2002/07/29,"1238",Aqua,MODIS,73,"6.03",308.3000000000,22.1000000000,D,0
"MULTIPOINT ((4.8506 36.8423))",36.8423000000,4.8506000000,324.3000000000,4.0000000000,1.9000000000,2002/09/05,"1201",Aqua,MODIS,67,"6.03",296.9000000000,134.6000000000,D,0
"MULTIPOINT ((4.8607 36.8377))",36.8377000000,4.8607000000,325.3000000000,4.0000000000,1.9000000000,2002/09/05,"1201",Aqua,MODIS,68,"6.03",296.3000000000,133.0000000000,D,0
"MULTIPOINT ((4.7342 36.6746))",36.6746000000,4.7342000000,389.3000000000,1.0000000000,1.0000000000,2002/09/20,"1255",Aqua,MODIS,100,"6.03",316.2000000000,190.3000000000,D,0
"MULTIPOINT ((4.5344 36.537))",36.5370000000,4.5344000000,350.5000000000,1.0000000000,1.0000000000,2002/09/20,"1255",Aqua,MODIS,94,"6.03",307.6000000000,52.9000000000,D,0
"MULTIPOINT ((4.5228 36.5355))",36.5355000000,4.5228000000,360.7000000000,1.0000000000,1.0000000000,2002/09/20,"1255",Aqua,MODIS,100,"6.03",309.2000000000,79.1000000000,D,0
"MULTIPOINT ((4.7456 36.6761))",36.6761000000,4.7456000000,369.2000000000,1.0000000000,1.0000000000,2002/09/20,"1255",Aqua,MODIS,100,"6.03",311.5000000000,104.3000000000,D,0
"MULTIPOINT ((4.5887 36.6575))",36.6575000000,4.5887000000,321.8000000000,1.1000000000,1.1000000000,2002/09/21,"1026",Terra,MODIS,64,"6.03",301.2000000000,17.2000000000,D,0
"MULTIPOINT ((4.6009 36.6107))",36.6107000000,4.6009000000,317.3000000000,4.1000000000,1.9000000000,2002/09/21,"1338",Aqua,MODIS,55,"6.03",295.1000000000,61.5000000000,D,0
"MULTIPOINT ((4.938 36.5873))",36.5873000000,4.9380000000,316.6000000000,1.2000000000,1.1000000000,2002/10/01,"1237",Aqua,MODIS,52,"6.03",303.8000000000,5.8000000000,D,0
"MULTIPOINT ((5.4362 36.5431))",36.5431000000,5.4362000000,327.7000000000,1.0000000000,1.0000000000,2002/10/21,"1038",Terra,MODIS,80,"6.03",291.2000000000,22.2000000000,D,0
"MULTIPOINT ((5.4254 36.5448))",36.5448000000,5.4254000000,317.0000000000,1.0000000000,1.0000000000,2002/10/21,"1038",Terra,MODIS,43,"6.03",290.9000000000,10.9000000000,D,0
"MULTIPOINT ((5.4387 36.552))",36.5520000000,5.4387000000,320.3000000000,1.0000000000,1.0000000000,2002/10/21,"1038",Terra,MODIS,63,"6.03",294.9000000000,14.5000000000,D,0
"MULTIPOINT ((5.173 36.5773))",36.5773000000,5.1730000000,314.9000000000,1.1000000000,1.0000000000,2002/10/22,"1255",Aqua,MODIS,67,"6.03",294.9000000000,11.1000000000,D,0
"MULTIPOINT ((4.8751 36.7394))",36.7394000000,4.8751000000,331.1000000000,1.6000000000,1.2000000000,2002/10/25,"1013",Terra,MODIS,85,"6.03",296.3000000000,52.5000000000,D,0
"MULTIPOINT ((4.8691 36.7396))",36.7396000000,4.8691000000,368.6000000000,1.6000000000,1.2000000000,2002/10/25,"1013",Terra,MODIS,100,"6.03",298.8000000000,213.5000000000,D,0
"MULTIPOINT ((4.8542 36.7411))",36.7411000000,4.8542000000,368.8000000000,1.6000000000,1.2000000000,2002/10/25,"1013",Terra,MODIS,100,"6.03",299.4000000000,215.8000000000,D,0
"MULTIPOINT ((4.86 36.7409))",36.7409000000,4.8600000000,389.7000000000,1.6000000000,1.2000000000,2002/10/25,"1013",Terra,MODIS,100,"6.03",301.4000000000,385.1000000000,D,0
"MULTIPOINT ((4.4928 36.5247))",36.5247000000,4.4928000000,319.7000000000,1.6000000000,1.3000000000,2002/10/27,"1314",Aqua,MODIS,68,"6.03",301.9000000000,25.2000000000,D,0
"MULTIPOINT ((5.0907 36.589))",36.5890000000,5.0907000000,318.5000000000,1.1000000000,1.1000000000,2002/10/30,"2135",Terra,MODIS,97,"6.03",288.9000000000,21.7000000000,N,0
"MULTIPOINT ((5.0808 36.5775))",36.5775000000,5.0808000000,311.3000000000,1.1000000000,1.1000000000,2002/10/30,"2135",Terra,MODIS,82,"6.03",289.7000000000,14.6000000000,N,0
"MULTIPOINT ((5.2293 36.6112))",36.6112000000,5.2293000000,320.1000000000,1.0000000000,1.0000000000,2002/11/15,"1031",Terra,MODIS,68,"6.03",279.7000000000,18.4000000000,D,0
"MULTIPOINT ((5.4035 36.5681))",36.5681000000,5.4035000000,332.2000000000,1.0000000000,1.0000000000,2002/11/15,"1031",Terra,MODIS,84,"6.03",290.6000000000,30.2000000000,D,0
"MULTIPOINT ((5.4146 36.5665))",36.5665000000,5.4146000000,317.3000000000,1.0000000000,1.0000000000,2002/11/15,"1031",Terra,MODIS,68,"6.03",289.9000000000,13.8000000000,D,0
"MULTIPOINT ((5.3178 36.5708))",36.5708000000,5.3178000000,310.3000000000,1.0000000000,1.0000000000,2002/11/15,"1031",Terra,MODIS,40,"6.03",289.4000000000,7.9000000000,D,0
"MULTIPOINT ((5.4069 36.558))",36.5580000000,5.4069000000,306.1000000000,1.0000000000,1.0000000000,2002/11/15,"1031",Terra,MODIS,44,"6.03",286.9000000000,6.3000000000,D,0
"MULTIPOINT ((5.337 36.5383))",36.5383000000,5.3370000000,313.1000000000,1.2000000000,1.1000000000,2003/03/25,"1019",Terra,MODIS,72,"6.03",289.5000000000,15.1000000000,D,0
"MULTIPOINT ((4.4359 36.4691))",36.4691000000,4.4359000000,327.4000000000,1.5000000000,1.2000000000,2003/07/09,"1230",Aqua,MODIS,59,"6.03",308.6000000000,17.1000000000,D,0
"MULTIPOINT ((4.5544 36.2494))",36.2494000000,4.5544000000,332.8000000000,1.1000000000,1.1000000000,2003/07/12,"1300",Aqua,MODIS,62,"6.03",313.7000000000,15.3000000000,D,0
"MULTIPOINT ((4.4664 36.4908))",36.4908000000,4.4664000000,344.4000000000,1.0000000000,1.0000000000,2003/07/20,"1036",Terra,MODIS,87,"6.03",316.4000000000,32.9000000000,D,0
"MULTIPOINT ((4.4684 36.4996))",36.4996000000,4.4684000000,334.7000000000,1.0000000000,1.0000000000,2003/07/20,"1036",Terra,MODIS,74,"6.03",313.1000000000,17.1000000000,D,0
"MULTIPOINT ((4.8567 36.7467))",36.7467000000,4.8567000000,343.7000000000,1.1000000000,1.0000000000,2003/07/21,"1254",Aqua,MODIS,88,"6.03",312.7000000000,34.7000000000,D,0
"MULTIPOINT ((4.8596 36.7377))",36.7377000000,4.8596000000,331.6000000000,1.1000000000,1.0000000000,2003/07/21,"1254",Aqua,MODIS,71,"6.03",309.8000000000,14.4000000000,D,0
"MULTIPOINT ((4.8716 36.7393))",36.7393000000,4.8716000000,330.2000000000,1.1000000000,1.0000000000,2003/07/21,"1254",Aqua,MODIS,68,"6.03",309.9000000000,12.6000000000,D,0
"MULTIPOINT ((4.9988 36.7381))",36.7381000000,4.9988000000,330.1000000000,1.1000000000,1.0000000000,2003/07/21,"1254",Aqua,MODIS,65,"6.03",309.4000000000,13.2000000000,D,0
"MULTIPOINT ((5.0107 36.7397))",36.7397000000,5.0107000000,327.0000000000,1.1000000000,1.0000000000,2003/07/21,"1254",Aqua,MODIS,39,"6.03",310.4000000000,8.7000000000,D,0
"MULTIPOINT ((4.8691 36.7483))",36.7483000000,4.8691000000,331.8000000000,1.1000000000,1.0000000000,2003/07/21,"1254",Aqua,MODIS,72,"6.03",310.1000000000,14.5000000000,D,0
"MULTIPOINT ((4.7497 36.6912))",36.6912000000,4.7497000000,326.5000000000,1.1000000000,1.1000000000,2003/07/22,"1023",Terra,MODIS,59,"6.03",310.4000000000,9.9000000000,D,0
"MULTIPOINT ((4.875 36.7436))",36.7436000000,4.8750000000,333.2000000000,1.1000000000,1.1000000000,2003/07/22,"1023",Terra,MODIS,76,"6.03",311.8000000000,20.0000000000,D,0
"MULTIPOINT ((4.8773 36.753))",36.7530000000,4.8773000000,326.7000000000,1.1000000000,1.1000000000,2003/07/22,"1023",Terra,MODIS,58,"6.03",308.2000000000,11.4000000000,D,0
"MULTIPOINT ((4.8656 36.7544))",36.7544000000,4.8656000000,338.9000000000,1.1000000000,1.1000000000,2003/07/22,"1023",Terra,MODIS,84,"6.03",309.5000000000,32.1000000000,D,0
"MULTIPOINT ((4.8639 36.745))",36.7450000000,4.8639000000,337.9000000000,1.1000000000,1.1000000000,2003/07/22,"1023",Terra,MODIS,83,"6.03",313.1000000000,28.9000000000,D,0
"MULTIPOINT ((4.7624 36.6896))",36.6896000000,4.7624000000,324.6000000000,1.1000000000,1.1000000000,2003/07/22,"1023",Terra,MODIS,37,"6.03",309.8000000000,6.7000000000,D,0
"MULTIPOINT ((4.7554 36.6863))",36.6863000000,4.7554000000,328.6000000000,1.1000000000,1.1000000000,2003/07/22,"1023",Terra,MODIS,54,"6.03",310.6000000000,13.6000000000,D,0
"MULTIPOINT ((5.2971 36.5814))",36.5814000000,5.2971000000,335.2000000000,1.3000000000,1.1000000000,2003/07/25,"1230",Aqua,MODIS,79,"6.03",309.0000000000,37.3000000000,D,0
"MULTIPOINT ((4.6259 36.6544))",36.6544000000,4.6259000000,327.6000000000,1.4000000000,1.2000000000,2003/07/25,"1230",Aqua,MODIS,60,"6.03",310.0000000000,22.3000000000,D,0
"MULTIPOINT ((5.3081 36.5934))",36.5934000000,5.3081000000,328.6000000000,2.4000000000,1.5000000000,2003/07/26,"0959",Terra,MODIS,57,"6.03",310.7000000000,45.7000000000,D,0
"MULTIPOINT ((4.4407 36.224))",36.2240000000,4.4407000000,344.6000000000,1.1000000000,1.0000000000,2003/07/27,"1042",Terra,MODIS,89,"6.03",316.2000000000,34.5000000000,D,0
"MULTIPOINT ((5.279 36.5954))",36.5954000000,5.2790000000,330.4000000000,1.1000000000,1.0000000000,2003/07/27,"1042",Terra,MODIS,73,"6.03",308.6000000000,17.8000000000,D,0
"MULTIPOINT ((4.8164 36.716))",36.7160000000,4.8164000000,364.6000000000,1.0000000000,1.0000000000,2003/07/30,"1248",Aqua,MODIS,100,"6.03",314.9000000000,86.4000000000,D,0
"MULTIPOINT ((4.8054 36.7144))",36.7144000000,4.8054000000,342.5000000000,1.0000000000,1.0000000000,2003/07/30,"1248",Aqua,MODIS,88,"6.03",312.0000000000,35.1000000000,D,0
"MULTIPOINT ((5.2992 36.586))",36.5860000000,5.2992000000,306.0000000000,1.6000000000,1.2000000000,2003/07/31,"2120",Terra,MODIS,66,"6.03",292.4000000000,12.5000000000,N,0
"MULTIPOINT ((5.2808 36.5823))",36.5823000000,5.2808000000,321.9000000000,1.6000000000,1.2000000000,2003/07/31,"2120",Terra,MODIS,100,"6.03",293.7000000000,38.8000000000,N,0
"MULTIPOINT ((5.2864 36.5825))",36.5825000000,5.2864000000,327.3000000000,1.6000000000,1.2000000000,2003/07/31,"2120",Terra,MODIS,100,"6.03",293.7000000000,50.4000000000,N,0
"MULTIPOINT ((5.0317 36.613))",36.6130000000,5.0317000000,323.0000000000,1.2000000000,1.1000000000,2003/08/03,"1048",Terra,MODIS,52,"6.03",302.7000000000,14.5000000000,D,0
"MULTIPOINT ((4.3803 36.4435))",36.4435000000,4.3803000000,306.8000000000,1.0000000000,1.0000000000,2003/08/08,"0138",Aqua,MODIS,69,"6.03",290.9000000000,6.6000000000,N,0
"MULTIPOINT ((5.3988 36.5974))",36.5974000000,5.3988000000,330.7000000000,1.0000000000,1.0000000000,2003/08/08,"1241",Aqua,MODIS,75,"6.03",305.2000000000,19.8000000000,D,0
"MULTIPOINT ((5.1475 36.5727))",36.5727000000,5.1475000000,322.2000000000,2.8000000000,1.6000000000,2003/08/09,"1324",Aqua,MODIS,61,"6.03",285.2000000000,70.5000000000,D,0
"MULTIPOINT ((5.4148 36.5589))",36.5589000000,5.4148000000,329.1000000000,2.0000000000,1.4000000000,2003/08/12,"1217",Aqua,MODIS,72,"6.03",301.8000000000,50.1000000000,D,0
"MULTIPOINT ((4.672 36.7445))",36.7445000000,4.6720000000,337.3000000000,1.2000000000,1.1000000000,2003/08/13,"1300",Aqua,MODIS,81,"6.03",313.9000000000,27.6000000000,D,0
"MULTIPOINT ((4.6589 36.743))",36.7430000000,4.6589000000,350.4000000000,1.1000000000,1.1000000000,2003/08/13,"1300",Aqua,MODIS,93,"6.03",311.1000000000,57.3000000000,D,0
"MULTIPOINT ((4.5933 36.865))",36.8650000000,4.5933000000,331.8000000000,1.1000000000,1.1000000000,2003/08/13,"1300",Aqua,MODIS,60,"6.03",312.6000000000,19.1000000000,D,0
"MULTIPOINT ((4.5442 36.7192))",36.7192000000,4.5442000000,328.2000000000,1.0000000000,1.0000000000,2003/08/15,"1248",Aqua,MODIS,52,"6.03",310.5000000000,13.7000000000,D,0
"MULTIPOINT ((5.2797 36.5874))",36.5874000000,5.2797000000,331.0000000000,1.3000000000,1.1000000000,2003/08/16,"1017",Terra,MODIS,69,"6.03",310.1000000000,21.3000000000,D,0
"MULTIPOINT ((4.9739 36.7443))",36.7443000000,4.9739000000,322.3000000000,1.3000000000,1.1000000000,2003/08/16,"1017",Terra,MODIS,41,"6.03",306.7000000000,10.9000000000,D,0
"MULTIPOINT ((5.3832 36.5605))",36.5605000000,5.3832000000,304.5000000000,1.0000000000,1.0000000000,2003/08/17,"0132",Aqua,MODIS,60,"6.03",293.8000000000,4.3000000000,N,0
"MULTIPOINT ((4.5167 36.5233))",36.5233000000,4.5167000000,323.2000000000,1.8000000000,1.3000000000,2003/08/19,"1223",Aqua,MODIS,63,"6.03",301.5000000000,19.8000000000,D,0
"MULTIPOINT ((4.5225 36.5277))",36.5277000000,4.5225000000,322.3000000000,1.8000000000,1.3000000000,2003/08/19,"1223",Aqua,MODIS,59,"6.03",301.9000000000,17.8000000000,D,0
"MULTIPOINT ((5.3749 36.5252))",36.5252000000,5.3749000000,328.6000000000,1.5000000000,1.2000000000,2003/08/20,"1306",Aqua,MODIS,70,"6.03",306.5000000000,22.2000000000,D,0
"MULTIPOINT ((4.5717 36.5661))",36.5661000000,4.5717000000,334.5000000000,1.0000000000,1.0000000000,2003/08/22,"1254",Aqua,MODIS,71,"6.03",308.5000000000,16.8000000000,D,0
"MULTIPOINT ((4.5599 36.5645))",36.5645000000,4.5599000000,402.6000000000,1.0000000000,1.0000000000,2003/08/22,"1254",Aqua,MODIS,100,"6.03",313.8000000000,261.9000000000,D,0
"MULTIPOINT ((5.3834 36.5608))",36.5608000000,5.3834000000,325.5000000000,1.1000000000,1.0000000000,2003/08/23,"1023",Terra,MODIS,47,"6.03",307.8000000000,8.4000000000,D,0
"MULTIPOINT ((4.5998 36.8524))",36.8524000000,4.5998000000,325.2000000000,1.2000000000,1.1000000000,2003/08/23,"1023",Terra,MODIS,57,"6.03",307.6000000000,10.5000000000,D,0
"MULTIPOINT ((4.7475 36.8732))",36.8732000000,4.7475000000,328.8000000000,1.1000000000,1.1000000000,2003/08/23,"1023",Terra,MODIS,66,"6.03",307.8000000000,16.6000000000,D,0
"MULTIPOINT ((4.6276 36.8686))",36.8686000000,4.6276000000,346.4000000000,1.2000000000,1.1000000000,2003/08/23,"1023",Terra,MODIS,91,"6.03",312.7000000000,49.5000000000,D,0
"MULTIPOINT ((4.6141 36.8605))",36.8605000000,4.6141000000,338.5000000000,1.2000000000,1.1000000000,2003/08/23,"1023",Terra,MODIS,84,"6.03",311.1000000000,32.2000000000,D,0
"MULTIPOINT ((4.6264 36.859))",36.8590000000,4.6264000000,350.1000000000,1.2000000000,1.1000000000,2003/08/23,"1023",Terra,MODIS,94,"6.03",312.4000000000,59.2000000000,D,0
"MULTIPOINT ((4.5261 36.5553))",36.5553000000,4.5261000000,325.0000000000,4.3000000000,1.9000000000,2003/08/23,"1159",Aqua,MODIS,78,"6.03",303.7000000000,92.4000000000,D,0
"MULTIPOINT ((4.6146 36.8572))",36.8572000000,4.6146000000,324.4000000000,4.1000000000,1.9000000000,2003/08/23,"1159",Aqua,MODIS,73,"6.03",303.1000000000,86.1000000000,D,0
"MULTIPOINT ((4.6172 36.8452))",36.8452000000,4.6172000000,318.9000000000,4.1000000000,1.9000000000,2003/08/23,"1159",Aqua,MODIS,43,"6.03",301.9000000000,42.0000000000,D,0
"MULTIPOINT ((4.6087 36.8608))",36.8608000000,4.6087000000,320.8000000000,4.1000000000,1.9000000000,2003/08/23,"1159",Aqua,MODIS,55,"6.03",303.0000000000,53.6000000000,D,0
"MULTIPOINT ((4.5333 36.5519))",36.5519000000,4.5333000000,323.7000000000,4.3000000000,1.9000000000,2003/08/23,"1159",Aqua,MODIS,66,"6.03",303.4000000000,75.3000000000,D,0
"MULTIPOINT ((4.5614 36.5645))",36.5645000000,4.5614000000,332.9000000000,4.2000000000,1.9000000000,2003/08/23,"1159",Aqua,MODIS,85,"6.03",305.0000000000,166.8000000000,D,0
"MULTIPOINT ((4.5674 36.5607))",36.5607000000,4.5674000000,325.5000000000,4.2000000000,1.9000000000,2003/08/23,"1159",Aqua,MODIS,70,"6.03",304.9000000000,86.2000000000,D,0
"MULTIPOINT ((4.9532 36.617))",36.6170000000,4.9532000000,326.2000000000,4.3000000000,1.9000000000,2003/08/23,"1337",Aqua,MODIS,63,"6.03",304.6000000000,85.6000000000,D,0
"MULTIPOINT ((4.9148 36.612))",36.6120000000,4.9148000000,328.5000000000,4.3000000000,1.9000000000,2003/08/23,"1337",Aqua,MODIS,71,"6.03",306.8000000000,103.3000000000,D,0
"MULTIPOINT ((4.9052 36.6152))",36.6152000000,4.9052000000,325.9000000000,4.3000000000,1.9000000000,2003/08/23,"1337",Aqua,MODIS,63,"6.03",307.1000000000,74.3000000000,D,0
